Date,Day,Meal_type,People_served,Rice_kg,Dal_kg,Roti_count,Number_of_veg,Main_veg_kg,Main_nonveg_kg,Meal_category
17-11-2025,Monday,Dinner,432,46.98,48.98,1270,1,36.53,36.4,Mixed
18-11-2025,Tuesday,Lunch,539,54.92,60.94,1656,3,169.5,0,Veg
18-11-2025,Tuesday,Dinner,504,55.22,57.07,1567,1,45.57,0,Veg
19-11-2025,Wednesday,Lunch,452,46.07,50.1,1237,2,74.04,0,Veg
19-11-2025,Wednesday,Dinner,501,54.5,51.92,1363,1,51.68,0,Veg
20-11-2025,Thursday,Lunch,522,54.9,64.33,1510,2,155.18,0,Veg
20-11-2025,Thursday,Dinner,514,47.63,58.73,1305,1,48.69,0,Veg
21-11-2025,Friday,Lunch,529,54.98,55.09,1398,1,44.99,39.08,Mixed
21-11-2025,Friday,Dinner,556,50.65,53.35,1497,1,59.83,0,Veg
22-11-2025,Saturday,Lunch,452,46.83,48.89,1287,2,77.48,0,Veg
22-11-2025,Saturday,Dinner,465,50.61,54.43,1319,1,35.34,39.92,Mixed
23-11-2025,Sunday,Lunch,510,58.54,55.3,1556,1,36.68,46.68,Mixed
23-11-2025,Sunday,Dinner,470,54.79,49.58,1267,1,36.85,38.42,Mixed
24-11-2025,Monday,Lunch,405,48.42,52.76,1462,2,76.87,0,Veg
24-11-2025,Monday,Dinner,551,63.93,60.93,1477,1,55.42,62.63,Mixed
25-11-2025,Tuesday,Lunch,535,55.14,55.83,1452,1,101.96,0,Veg
25-11-2025,Tuesday,Dinner,553,51.77,51.34,1535,1,57.77,0,Veg
26-11-2025,Wednesday,Lunch,421,43.61,51.97,1382,1,67.99,0,Veg
26-11-2025,Wednesday,Dinner,467,58.74,58.88,1524,1,53.21,0,Veg
27-11-2025,Thursday,Lunch,497,50.91,50.99,1358,2,111.32,0,Veg
27-11-2025,Thursday,Dinner,475,54.15,55.89,1328,1,44.01,0,Veg
28-11-2025,Friday,Lunch,480,50.99,58.04,1498,1,46.81,41.46,Mixed
28-11-2025,Friday,Dinner,526,54.75,56.4,1526,1,60.32,0,Veg
29-11-2025,Saturday,Lunch,462,47.56,46.85,1414,1,73.87,0,Veg
29-11-2025,Saturday,Dinner,490,49.47,60.35,1309,1,50.02,0,Veg
30-11-2025,Sunday,Lunch,420,27.37,39.93,1065,1,62.14,33.28,Mixed
30-11-2025,Sunday,Dinner,463,46.41,55.9,1421,1,40.72,34.53,Mixed
01-12-2025,Monday,Lunch,461,56.22,57.06,1445,1,47.98,36.22,Mixed
01-12-2025,Monday,Dinner,363,30.12,37.13,1001,1,25.56,28.78,Mixed
02-12-2025,Tuesday,Lunch,545,59.37,56.76,1455,1,36.82,44.88,Mixed
02-12-2025,Tuesday,Dinner,448,49.42,58.12,1490,1,48.59,0,Veg
03-12-2025,Wednesday,Lunch,464,59.6,50.33,1581,1,41,46.36,Mixed
03-12-2025,Wednesday,Dinner,478,63.16,63.56,1534,1,65.98,55.11,Mixed
04-12-2025,Thursday,Lunch,405,31.61,38.58,1144,1,51.81,30.35,Mixed
04-12-2025,Thursday,Dinner,439,50.44,46.03,1300,1,44.6,0,Veg
05-12-2025,Friday,Lunch,476,46.74,49.95,1342,1,45.18,41.1,Mixed
05-12-2025,Friday,Dinner,474,42.65,54.12,1482,1,50.05,0,Veg
06-12-2025,Saturday,Lunch,481,65.34,62.77,1378,2,186.59,0,Veg
06-12-2025,Saturday,Dinner,497,57.42,62.1,1377,1,64.5,62.16,Mixed
07-12-2025,Sunday,Lunch,537,58.31,50.93,1332,1,36.54,42.28,Mixed
07-12-2025,Sunday,Dinner,538,48.36,59.74,1407,1,48.76,0,Veg
08-12-2025,Monday,Lunch,372,29.84,39.39,1171,1,56.52,33.07,Mixed
08-12-2025,Monday,Dinner,456,56.63,54.7,1299,1,45.17,0,Veg
09-12-2025,Tuesday,Lunch,479,54.21,56.06,1443,3,163.38,0,Veg
09-12-2025,Tuesday,Dinner,474,50.9,47.85,1453,1,50.6,0,Veg
10-12-2025,Wednesday,Lunch,435,50.44,56.7,1430,1,42.33,39.54,Mixed
10-12-2025,Wednesday,Dinner,478,60.3,64.17,1631,1,63.61,57.33,Mixed
11-12-2025,Thursday,Lunch,453,47.41,59.03,1525,2,113.72,0,Veg
11-12-2025,Thursday,Dinner,565,55.19,59.61,1561,1,57.22,61.52,Mixed
12-12-2025,Friday,Lunch,363,30.88,37.48,1093,1,53.45,31.49,Mixed
12-12-2025,Friday,Dinner,416,31.95,36.12,1094,1,24.94,31.95,Mixed
13-12-2025,Saturday,Lunch,409,29.34,43.99,1131,1,55.5,34.01,Mixed
13-12-2025,Saturday,Dinner,409,42.44,53.55,1328,1,50.35,0,Veg
14-12-2025,Sunday,Lunch,547,63.93,64.02,1585,3,181.51,0,Veg
14-12-2025,Sunday,Dinner,526,54.71,60.25,1467,1,49,0,Veg
15-12-2025,Monday,Lunch,487,54.09,55.58,1425,2,98.71,0,Veg
15-12-2025,Monday,Dinner,519,48.27,52.58,1406,1,46.02,0,Veg
16-12-2025,Tuesday,Lunch,543,52.74,51.11,1332,1,41.6,44.94,Mixed
16-12-2025,Tuesday,Dinner,500,59.17,54.91,1378,1,58.31,64.11,Mixed
17-12-2025,Wednesday,Lunch,454,46.7,55.76,1501,1,44.28,42.11,Mixed
17-12-2025,Wednesday,Dinner,538,51.64,57.43,1598,1,52.35,0,Veg
18-12-2025,Thursday,Lunch,469,44.51,54.29,1319,1,80.37,0,Veg
18-12-2025,Thursday,Dinner,465,48.16,55.69,1487,1,50.36,0,Veg
19-12-2025,Friday,Lunch,520,49.47,56.95,1421,1,48.19,38.34,Mixed
19-12-2025,Friday,Dinner,463,48.39,46.65,1398,1,45.8,0,Veg
20-12-2025,Saturday,Lunch,380,27.05,42.14,1126,1,55.85,29.66,Mixed
20-12-2025,Saturday,Dinner,488,50.78,55.98,1412,1,51.99,0,Veg
21-12-2025,Sunday,Lunch,544,50.48,53.06,1420,1,40.57,49.21,Mixed
21-12-2025,Sunday,Dinner,462,47.61,50.64,1303,1,42.02,34.8,Mixed
22-12-2025,Monday,Lunch,476,46.76,51.37,1490,1,78.95,0,Veg
22-12-2025,Monday,Dinner,442,50.1,51.01,1333,1,50.39,0,Veg
23-12-2025,Tuesday,Lunch,550,54.55,53.05,1350,1,38.38,47.57,Mixed
23-12-2025,Tuesday,Dinner,503,49.91,54.78,1256,1,36.93,37.97,Mixed
24-12-2025,Wednesday,Lunch,451,50,54.54,1362,2,115.17,0,Veg
24-12-2025,Wednesday,Dinner,528,60.05,60.32,1374,1,64.64,60.43,Mixed
25-12-2025,Thursday,Lunch,408,48.59,52.77,1368,1,72.11,0,Veg
25-12-2025,Thursday,Dinner,530,46.74,57.81,1369,1,48.56,0,Veg
26-12-2025,Friday,Lunch,477,54.63,57.68,1514,3,186.94,0,Veg
26-12-2025,Friday,Dinner,528,49.81,54.95,1405,1,52.3,0,Veg
27-12-2025,Saturday,Lunch,464,55.19,50,1360,2,95.84,0,Veg
27-12-2025,Saturday,Dinner,489,47.41,59.55,1316,1,42.89,0,Veg
28-12-2025,Sunday,Lunch,492,47.05,54.27,1433,2,78.24,0,Veg
28-12-2025,Sunday,Dinner,510,50.09,53.22,1297,1,48.43,0,Veg
29-12-2025,Monday,Lunch,459,51.13,51.17,1360,2,110.6,0,Veg
29-12-2025,Monday,Dinner,549,49.86,54.54,1570,1,60.29,0,Veg
30-12-2025,Tuesday,Lunch,498,47.92,51.11,1345,1,46.26,37.15,Mixed
30-12-2025,Tuesday,Dinner,437,32.81,43.68,1154,1,23.88,28.19,Mixed
31-12-2025,Wednesday,Lunch,471,55.03,54.63,1475,2,107.79,0,Veg
31-12-2025,Wednesday,Dinner,540,54.28,49.72,1484,1,50.05,0,Veg
